,location,bhk,total_sqft,bath,price
6632,Talaghattapura,2,1175.0,2.0,62.0
6633,Talaghattapura,3,1804.0,3.0,127.0
6634,Talaghattapura,2,1062.0,2.0,42.48
6635,Talaghattapura,3,2038.5,3.0,122.0
6636,Talaghattapura,3,1800.0,3.0,84.0
6637,Talaghattapura,3,2265.0,3.0,159.0
6638,Talaghattapura,3,2099.0,3.0,134.0
6639,Thanisandra,1,510.0,1.0,25.25
6640,Thanisandra,2,1296.0,2.0,80.0
6642,Thanisandra,3,2144.0,3.0,145.0
6645,Thanisandra,1,445.0,1.0,28.0
6646,Thanisandra,2,1296.0,2.0,83.0
6648,Thanisandra,3,2144.0,3.0,135.0
6650,Thanisandra,2,1093.0,2.0,70.0
6651,Thanisandra,3,1265.0,2.0,79.0
6652,Thanisandra,3,1651.0,3.0,97.38
6653,Thanisandra,2,1265.0,2.0,85.0
6654,Thanisandra,1,510.0,1.0,25.25
6655,Thanisandra,1,776.5,2.0,48.145
6656,Thanisandra,3,1564.0,3.0,101.0
6658,Thanisandra,3,1847.0,3.0,123.0
6660,Thanisandra,3,1697.0,3.0,114.0
6662,Thanisandra,6,3500.0,5.0,160.0
6663,Thanisandra,3,1573.0,3.0,95.0
6664,Thanisandra,3,1917.0,3.0,122.0
6665,Thanisandra,1,693.0,1.0,34.3
6666,Thanisandra,2,1098.0,2.0,68.0
6667,Thanisandra,1,760.0,1.0,50.3
6675,Thanisandra,3,1697.0,3.0,115.0
6676,Thanisandra,1,1380.0,1.0,62.1
6677,Thanisandra,1,923.0,1.0,60.84
6679,Thanisandra,1,923.0,1.0,45.69
6681,Thanisandra,4,3216.0,4.0,226.0
6684,Thanisandra,3,1874.0,4.0,130.0
6685,Thanisandra,3,1698.0,3.0,102.0
6686,Thanisandra,3,1411.0,3.0,93.04
6687,Thanisandra,3,1996.0,3.0,135.0
6688,Thanisandra,3,1801.0,3.0,115.0
6689,Thanisandra,2,1265.0,2.0,82.0
6691,Thanisandra,3,1917.0,4.0,113.0
6692,Thanisandra,1,662.0,1.0,42.0
6694,Thanisandra,3,1948.0,3.0,130.0
6696,Thanisandra,2,965.0,2.0,67.0
6697,Thanisandra,2,1098.0,2.0,74.0
6699,Thanisandra,3,1564.0,3.0,104.0
6705,Thanisandra,3,2127.0,3.0,135.0
6707,Thanisandra,2,1276.0,2.0,75.0
6708,Thanisandra,1,693.0,1.0,34.3
6710,Thanisandra,2,1265.0,2.0,78.0
6712,Thanisandra,2,934.0,2.0,55.0
6713,Thanisandra,2,1056.0,2.0,68.0
6714,Thanisandra,3,1595.0,3.0,110.0
6715,Thanisandra,3,1411.0,3.0,93.15
6716,Thanisandra,2,1093.0,2.0,68.1
6718,Thanisandra,2,1093.0,2.0,72.0
6720,Thanisandra,3,1698.0,3.0,107.0
6721,Thanisandra,3,1564.0,3.0,105.0
6722,Thanisandra,2,1265.0,2.0,83.0
6723,Thanisandra,1,784.0,1.0,35.285
6724,Thanisandra,2,965.0,2.0,56.0
6725,Thanisandra,3,1546.0,3.0,95.0
6726,Thanisandra,1,777.0,1.0,38.535
6727,Thanisandra,3,1697.0,3.0,110.0
6728,Thanisandra,3,1492.0,3.0,88.0
6729,Thanisandra,3,2072.0,3.0,122.0
6730,Thanisandra,3,1880.0,3.0,120.0
6731,Thanisandra,1,760.0,1.0,50.0
6733,Thanisandra,3,1800.0,4.0,125.0
6734,Thanisandra,1,933.0,2.0,58.0
6735,Thanisandra,3,1917.0,3.0,110.0
6736,Thanisandra,3,1996.0,4.0,123.0
6737,Thanisandra,2,1183.0,2.0,77.25
6738,Thanisandra,3,1491.0,3.0,88.0
6740,Thanisandra,1,662.0,1.0,29.0
6742,Thanisandra,3,1564.0,3.0,100.0
6743,Thanisandra,1,663.0,1.0,46.1
6744,Thanisandra,1,662.0,1.0,45.0
6745,Thanisandra,3,1573.0,3.0,98.0
6746,Thanisandra,3,1262.0,2.0,83.0
6747,Thanisandra,2,1056.0,2.0,65.0
6749,Thanisandra,3,1702.0,3.0,115.0
6751,Thanisandra,3,1935.0,4.0,122.0
6752,Thanisandra,2,933.0,2.0,55.0
6753,Thanisandra,2,1183.0,2.0,77.3
6754,Thanisandra,1,662.0,1.0,38.0
6755,Thanisandra,2,1265.0,2.0,72.0
6756,Thanisandra,3,1595.0,3.0,105.0
6758,Thanisandra,1,580.0,1.0,27.5
6759,Thanisandra,3,2087.0,4.0,139.0
6761,Thanisandra,2,1098.0,2.0,71.0
6762,Thanisandra,3,1411.0,3.0,93.25
6765,Thanisandra,3,1732.0,3.0,112.0
6766,Thanisandra,1,933.0,1.0,61.0
6767,Thanisandra,3,1702.0,3.0,107.0
6768,Thanisandra,1,747.0,1.0,34.355
6769,Thanisandra,3,2030.0,4.0,125.0
6771,Thanisandra,1,663.0,1.0,46.0
6772,Thanisandra,3,1702.0,3.0,120.0
6773,Thanisandra,4,1948.0,4.0,129.0
6774,Thanisandra,3,1573.0,3.0,90.0
6775,Thanisandra,2,1056.0,2.0,70.0
6776,Thanisandra,3,1595.0,3.0,96.0
6779,Thanisandra,2,1245.0,2.0,83.05
6780,Thanisandra,4,2695.0,4.0,188.0
6781,Thanisandra,3,1261.0,2.0,80.0
6782,Thanisandra,3,1884.0,4.0,117.0
6784,Thanisandra,3,1930.0,4.0,122.0
6785,Thanisandra,1,777.0,1.0,38.46
6787,Thanisandra,3,1930.0,4.0,120.0
6788,Thanisandra,1,760.0,1.0,50.4
6789,Thanisandra,1,663.0,1.0,32.82
6790,Thanisandra,3,1801.0,3.0,115.0
6791,Thanisandra,3,1806.0,6.0,116.0
6794,Thanisandra,2,1305.0,2.0,90.0
6795,Thanisandra,3,1965.0,4.0,125.0
6796,Thanisandra,3,1573.0,3.0,100.0
6799,Thanisandra,4,1917.0,4.0,130.0
6801,Thigalarapalya,4,3122.0,6.0,230.0
6803,Thigalarapalya,2,1297.0,2.0,103.0
6804,Thigalarapalya,2,1418.0,2.0,95.0
6805,Thigalarapalya,4,3122.0,6.0,235.0
6806,Thigalarapalya,4,3122.0,6.0,245.0
6808,Thigalarapalya,2,1418.0,2.0,103.0
6809,Thigalarapalya,2,1418.0,2.0,101.0
6810,Thigalarapalya,2,1418.0,2.0,104.0
6812,Thigalarapalya,4,3122.0,5.0,225.0
6813,Thigalarapalya,4,2912.0,6.0,210.0
6814,Thigalarapalya,2,1418.0,2.0,103.0
6815,Thigalarapalya,3,2072.0,4.0,159.0
6817,Thigalarapalya,2,1418.0,2.0,106.0
6819,Thigalarapalya,2,1418.0,2.0,104.0
6820,Thigalarapalya,4,3122.0,6.0,237.0
6821,Thigalarapalya,2,1418.0,2.0,105.0
6822,Thigalarapalya,2,1418.0,2.0,104.0
6825,Thigalarapalya,2,1418.0,2.0,106.0
6826,Thigalarapalya,3,2072.0,4.0,155.0
6827,Thigalarapalya,3,1830.0,4.0,135.0
6828,Thigalarapalya,2,1418.0,2.0,105.0
6829,Thigalarapalya,3,2072.0,4.0,160.0
6833,Thigalarapalya,3,2072.0,4.0,160.0
6834,Thigalarapalya,3,2072.0,4.0,155.0
6835,Thigalarapalya,4,3122.0,6.0,235.0
6836,Thigalarapalya,3,2072.0,4.0,153.0
6838,Thigalarapalya,3,2072.0,4.0,157.0
6839,Thigalarapalya,2,1418.0,2.0,105.0
6840,Thigalarapalya,4,3362.0,5.0,249.0
6841,Thigalarapalya,4,3122.0,6.0,245.0
6844,Thigalarapalya,4,4190.0,4.0,325.0
6848,Thigalarapalya,2,1400.0,2.0,105.0
6850,Thigalarapalya,2,1297.0,2.0,98.0
6852,Thubarahalli,4,3800.0,4.0,239.0
6853,Thubarahalli,2,1200.0,2.0,78.0
6854,Thubarahalli,2,1128.0,2.0,75.0
6855,Thubarahalli,2,1185.0,2.0,65.0
6856,Thubarahalli,2,975.0,2.0,55.0
6857,Thubarahalli,2,1330.0,2.0,75.0
6858,Thubarahalli,2,1085.0,2.0,70.0
6859,Thubarahalli,2,1216.0,2.0,80.0
6860,Thubarahalli,2,1200.0,2.0,79.0
6861,Thubarahalli,2,1200.0,2.0,80.0
6862,Thubarahalli,2,1200.0,2.0,79.55
6864,Thubarahalli,3,2625.0,3.0,175.0
6865,Thubarahalli,2,975.0,2.0,50.0
6867,Thubarahalli,3,1584.0,3.0,101.0
6868,Thyagaraja Nagar,1,800.0,1.0,100.0
6869,Thyagaraja Nagar,5,2000.0,4.0,145.0
6870,Thyagaraja Nagar,3,1270.0,2.0,95.25
6871,Thyagaraja Nagar,2,1040.0,2.0,68.0
6872,Tindlu,3,1500.0,2.0,87.0
6873,Tindlu,7,7500.0,7.0,400.0
6874,Tindlu,3,1357.0,2.0,65.0
6875,Tindlu,3,1500.0,3.0,87.0
6876,Tindlu,3,1370.07,3.0,65.0
6877,Tindlu,2,1165.0,2.0,59.8
6878,Tindlu,2,1050.0,2.0,55.0
6879,Tindlu,2,1100.0,2.0,55.0
6880,Tumkur Road,3,1500.0,3.0,95.0
6881,Tumkur Road,3,1779.0,3.0,112.0
6882,Tumkur Road,3,1586.0,3.0,100.0
6883,Tumkur Road,2,1098.0,2.0,72.0
6884,Tumkur Road,3,1354.0,3.0,90.0
6885,Tumkur Road,3,1240.0,2.0,84.0
6886,Tumkur Road,2,1239.0,2.0,82.0
6887,Tumkur Road,2,1246.0,2.0,82.0
6888,Tumkur Road,3,1500.0,3.0,100.0
6890,Tumkur Road,3,1416.0,3.0,94.0
6891,Tumkur Road,2,1027.0,2.0,60.0
6892,Tumkur Road,2,1027.0,2.0,68.62
6893,Tumkur Road,3,1459.0,2.0,95.0
6894,Tumkur Road,2,992.0,2.0,60.0
6895,Tumkur Road,2,1066.0,2.0,52.5
6896,Tumkur Road,3,1240.0,2.0,79.0
6897,Tumkur Road,3,1441.0,2.0,95.0
6898,Tumkur Road,3,1240.0,2.0,83.0
6899,Tumkur Road,2,1027.0,2.0,67.0
6901,Tumkur Road,3,1354.0,3.0,85.86
6902,Ulsoor,3,2135.0,3.0,215.0
6903,Ulsoor,2,1275.0,2.0,120.0
6904,Ulsoor,3,1020.0,3.0,110.0
6905,Ulsoor,2,1200.0,2.0,60.0
6906,Ulsoor,2,1180.0,2.0,100.0
6907,Ulsoor,3,1340.0,3.0,90.0
6908,Ulsoor,3,1500.0,2.0,125.0
6909,Ulsoor,3,2000.0,3.0,185.0
6910,Ulsoor,2,1255.0,2.0,120.0
6911,Ulsoor,3,1685.0,4.0,185.0
6913,Ulsoor,3,2135.0,3.0,170.0
6914,Ulsoor,2,1160.0,2.0,130.0
6915,Uttarahalli,3,1440.0,2.0,62.0
6916,Uttarahalli,2,1143.0,2.0,45.0
6917,Uttarahalli,2,1020.0,2.0,45.0
6918,Uttarahalli,2,1286.0,2.0,63.0
6919,Uttarahalli,2,1101.0,2.0,45.0
6920,Uttarahalli,2,1345.0,2.0,67.0
6923,Uttarahalli,2,1175.0,2.0,47.0
6924,Uttarahalli,3,1390.0,2.0,62.55
6925,Uttarahalli,3,1330.0,2.0,56.0
6926,Uttarahalli,2,1008.0,2.0,45.0
6927,Uttarahalli,3,1390.0,2.0,60.47
6928,Uttarahalli,3,1617.0,3.0,66.68
6929,Uttarahalli,2,1150.0,2.0,49.0
6930,Uttarahalli,3,1330.0,2.0,56.0
6931,Uttarahalli,2,1200.0,2.0,44.0
6934,Uttarahalli,2,882.0,2.0,30.0
6935,Uttarahalli,2,993.0,2.0,39.71
6936,Uttarahalli,2,1045.0,2.0,45.0
6937,Uttarahalli,2,850.0,2.0,37.93
6939,Uttarahalli,6,3600.0,6.0,120.0
6940,Uttarahalli,3,1788.0,3.0,98.34
6941,Uttarahalli,3,1345.0,2.0,57.0
6942,Uttarahalli,2,1089.0,2.0,43.55
6944,Uttarahalli,2,1279.0,2.0,48.0
6946,Uttarahalli,3,1425.0,2.0,64.0
6947,Uttarahalli,2,1155.0,2.0,40.42
6948,Uttarahalli,2,1050.0,2.0,42.0
6949,Uttarahalli,3,1300.0,2.0,55.0
6950,Uttarahalli,3,1250.0,2.0,55.0
6951,Uttarahalli,3,1700.0,3.0,88.0
6952,Uttarahalli,3,1200.0,3.0,50.0
6953,Uttarahalli,2,1085.0,2.0,43.0
6955,Uttarahalli,2,1175.0,2.0,47.0
6956,Uttarahalli,3,1689.28,3.0,91.2
6957,Uttarahalli,2,1175.0,2.0,47.0
6958,Uttarahalli,2,1137.0,2.0,63.0
6959,Uttarahalli,3,1215.0,2.0,52.85
6961,Uttarahalli,2,1325.0,2.0,53.0
6962,Uttarahalli,3,1300.0,2.0,60.0
6963,Uttarahalli,2,850.0,2.0,35.0
6964,Uttarahalli,3,1627.86,3.0,88.0
6966,Uttarahalli,3,1360.0,2.0,61.2
6967,Uttarahalli,1,661.0,1.0,36.0
6968,Uttarahalli,2,1134.0,2.0,45.36
6970,Uttarahalli,3,1320.0,2.0,55.44
6971,Uttarahalli,3,1390.0,2.0,61.16
6972,Uttarahalli,2,1090.0,2.0,45.0
6973,Uttarahalli,2,1050.0,2.0,42.0
6974,Uttarahalli,2,1123.0,2.0,48.0
6975,Uttarahalli,3,1329.0,2.0,56.0
6976,Uttarahalli,2,938.0,2.0,35.0
6979,Uttarahalli,2,1100.0,1.0,45.0
6980,Uttarahalli,2,1125.0,2.0,47.0
6982,Uttarahalli,3,1685.0,3.0,85.0
6983,Uttarahalli,3,1390.0,2.0,62.55
6985,Uttarahalli,2,1180.0,2.0,41.3
6986,Uttarahalli,2,1380.0,2.0,42.0
6987,Uttarahalli,3,1737.0,2.0,95.0
6989,Uttarahalli,2,1160.0,2.0,45.0
6990,Uttarahalli,3,1280.0,2.0,60.0
6992,Uttarahalli,2,1190.0,2.0,53.55
6993,Uttarahalli,3,1330.0,2.0,57.0
6994,Uttarahalli,3,1560.0,3.0,74.0
6996,Uttarahalli,2,1125.0,2.0,48.0
6997,Uttarahalli,3,1320.0,2.0,55.44
6999,Uttarahalli,2,1160.0,2.0,40.6
7001,Uttarahalli,2,1065.0,2.0,42.59
7002,Uttarahalli,2,1075.0,2.0,46.76
7003,Uttarahalli,2,1155.0,2.0,40.6
7006,Uttarahalli,3,1215.0,2.0,52.85
7008,Uttarahalli,2,1180.0,2.0,41.3
7011,Uttarahalli,2,1002.0,2.0,40.08
7012,Uttarahalli,2,1002.0,2.0,40.08
7013,Uttarahalli,2,1075.0,2.0,40.0
7015,Uttarahalli,2,1155.0,2.0,40.43
7017,Uttarahalli,2,1025.0,2.0,35.88
7018,Uttarahalli,2,1125.0,2.0,47.65
7019,Uttarahalli,2,1300.0,2.0,55.0
7020,Uttarahalli,2,1025.0,2.0,35.88
7021,Uttarahalli,2,980.0,2.0,45.0
7022,Uttarahalli,2,1125.0,2.0,47.0
7027,Uttarahalli,2,1175.0,2.0,47.0
7030,Uttarahalli,3,1525.0,2.0,62.82
7031,Uttarahalli,3,1265.0,2.0,65.0
7034,Uttarahalli,2,1213.0,2.0,48.0
7036,Uttarahalli,2,900.0,2.0,35.0
7037,Uttarahalli,2,1065.0,2.0,42.6
7040,Uttarahalli,2,1125.0,2.0,47.0
7041,Uttarahalli,3,1270.0,2.0,55.25
7042,Uttarahalli,3,1270.0,2.0,55.25
7043,Uttarahalli,2,1107.0,2.0,45.0
7044,Uttarahalli,2,1200.0,2.0,55.0
7046,Uttarahalli,3,1460.0,3.0,76.0
7047,Uttarahalli,3,1500.0,3.0,68.0
7048,Uttarahalli,2,1120.0,2.0,50.0
7049,Uttarahalli,2,1150.0,2.0,46.0
7050,Uttarahalli,3,1330.0,2.0,58.0
7052,Uttarahalli,2,1050.0,2.0,42.0
7053,Uttarahalli,2,1125.0,2.0,48.0
7055,Uttarahalli,3,1345.0,2.0,57.0
7056,Uttarahalli,3,1345.0,2.0,57.0
7058,Uttarahalli,2,1000.0,2.0,52.0
7059,Uttarahalli,2,1037.0,2.0,36.0
7061,Uttarahalli,2,1000.0,2.0,39.5
7062,Uttarahalli,2,1125.0,1.0,45.0
7064,Uttarahalli,2,1160.0,2.0,40.58
7065,Uttarahalli,2,1123.0,2.0,60.0
7067,Uttarahalli,2,1000.0,2.0,35.0
7068,Uttarahalli,3,1330.0,2.0,57.0
7069,Uttarahalli,2,1125.0,2.0,47.0
7070,Uttarahalli,2,1165.0,1.0,42.09
7071,Uttarahalli,2,1260.0,2.0,55.0
7072,Uttarahalli,2,1284.0,2.0,53.36
7073,Uttarahalli,2,1150.0,2.0,45.99
7075,Uttarahalli,3,1290.0,2.0,56.12
7076,Uttarahalli,3,1328.0,2.0,56.0
7077,Uttarahalli,2,1040.0,2.0,36.4
7078,Uttarahalli,3,1290.0,2.0,56.12
7080,Uttarahalli,2,1075.0,2.0,46.76
7081,Uttarahalli,3,1345.0,2.0,57.0
7082,Varthur,2,1160.0,2.0,44.0
7083,Varthur,2,1385.0,2.0,80.0
7085,Varthur,2,1024.0,2.0,42.0
7086,Varthur,2,1125.0,2.0,40.0
7087,Varthur,2,1112.0,2.0,40.0
7088,Varthur,2,1055.0,2.0,45.35
7089,Varthur,2,1280.0,2.0,65.0
7090,Varthur,2,977.0,2.0,36.0
7091,Varthur,3,1250.0,3.0,71.0
7092,Varthur,3,1200.0,3.0,67.75
7093,Varthur,2,1111.0,2.0,41.88
7094,Varthur,2,1140.0,2.0,55.5
7095,Varthur,2,1012.0,2.0,59.0
7096,Varthur,2,1140.0,2.0,39.9
7097,Varthur,2,1090.0,2.0,48.0
7098,Varthur,3,1450.0,3.0,71.0
7099,Varthur,2,1210.0,2.0,60.0
7100,Varthur,2,1070.0,2.0,46.0
7101,Varthur,3,1360.0,2.0,85.0
7102,Varthur,2,965.0,2.0,34.0
7103,Varthur,2,1120.0,2.0,44.24
7104,Varthur,3,1395.0,2.0,79.0
7105,Varthur,2,1085.0,2.0,45.0
7106,Varthur,2,1250.0,2.0,47.0
7107,Varthur,3,1200.0,3.0,68.38
7109,Varthur,2,1155.0,2.0,60.0
7110,Varthur,2,1035.0,2.0,60.0
7111,Varthur,2,1155.0,2.0,39.0
7112,Varthur,2,1180.0,2.0,55.0
7114,Varthur,2,1738.0,2.0,57.35
7115,Varthur,2,1045.0,2.0,40.65
7116,Varthur,2,1155.0,2.0,39.0
7118,Varthur,2,1210.0,2.0,64.15
7120,Varthur,2,1105.0,2.0,38.0
7121,Varthur,3,1560.0,3.0,90.0
7122,Varthur,2,1760.0,2.0,85.0
7123,Varthur,2,1210.0,2.0,54.0
7124,Varthur,2,1112.0,2.0,40.0
7126,Varthur,2,1000.0,1.0,65.0
7128,Varthur Road,2,900.0,2.0,27.0
7129,Varthur Road,2,1277.0,2.0,59.0
7130,Varthur Road,3,1247.0,2.0,58.0
7131,Varthur Road,2,1050.0,2.0,42.7
7132,Varthur Road,2,1255.0,2.0,52.76
7134,Varthur Road,2,1033.0,2.0,32.0
7135,Varthur Road,2,1140.0,2.0,49.11
7136,Varthur Road,2,850.0,2.0,25.4
7137,Vasanthapura,2,1022.0,2.0,40.0
7138,Vasanthapura,2,1135.0,2.0,39.73
7139,Vasanthapura,2,995.0,2.0,34.82
7140,Vasanthapura,2,995.0,2.0,34.82
7141,Vasanthapura,2,1037.0,2.0,36.28
7142,Vasanthapura,2,978.0,2.0,34.22
7143,Vasanthapura,2,1037.0,2.0,36.28
7144,Vidyaranyapura,2,1440.0,2.0,95.0
7145,Vidyaranyapura,2,1062.0,2.0,38.0
7146,Vidyaranyapura,2,1200.0,2.0,55.0
7147,Vidyaranyapura,4,1200.0,4.0,90.0
7149,Vidyaranyapura,2,1060.0,2.0,55.0
7150,Vidyaranyapura,2,1100.0,2.0,54.0
7151,Vidyaranyapura,3,1440.0,2.0,70.0
7152,Vidyaranyapura,2,1100.0,2.0,54.0
7153,Vidyaranyapura,2,1000.0,2.0,35.0
7155,Vidyaranyapura,2,1120.0,2.0,70.0
7156,Vidyaranyapura,2,945.0,2.0,40.0
7157,Vidyaranyapura,2,1100.0,2.0,54.0
7158,Vidyaranyapura,3,1200.0,2.0,65.0
7159,Vidyaranyapura,2,1200.0,2.0,52.0
7160,Vidyaranyapura,2,1050.0,2.0,50.0
7161,Vidyaranyapura,2,1188.0,2.0,50.0
7162,Vidyaranyapura,3,1100.0,2.0,75.0
7163,Vidyaranyapura,3,1100.0,2.0,72.0
7164,Vidyaranyapura,4,2400.0,5.0,135.0
7165,Vidyaranyapura,2,1100.0,2.0,41.0
7166,Vidyaranyapura,2,1200.0,2.0,60.5
7167,Vidyaranyapura,2,1200.0,2.0,42.0
7168,Vijayanagar,3,1704.0,3.0,110.0
7169,Vijayanagar,3,1933.0,3.0,129.0
7171,Vijayanagar,3,1450.0,3.0,100.0
7172,Vijayanagar,3,1580.0,2.0,134.0
7173,Vijayanagar,3,1826.0,3.0,121.0
7174,Vijayanagar,3,1739.0,3.0,116.0
7175,Vijayanagar,3,1490.0,3.0,100.0
7176,Vijayanagar,2,1180.0,2.0,65.0
7177,Vijayanagar,1,606.0,1.0,34.78
7178,Vijayanagar,2,1352.0,2.0,68.0
7179,Vijayanagar,3,1527.0,3.0,115.0
7180,Vijayanagar,2,989.0,2.0,60.0
7181,Vijayanagar,3,1520.0,2.0,103.0
7182,Vijayanagar,3,1749.0,3.0,117.0
7183,Vijayanagar,2,1046.0,2.0,75.0
7184,Vijayanagar,1,606.0,1.0,40.0
7185,Vijayanagar,2,1200.0,2.0,62.0
7188,Vijayanagar,3,1760.0,3.0,140.0
7189,Vijayanagar,3,2047.0,3.0,136.0
7190,Vijayanagar,3,1200.0,2.0,75.0
7191,Vijayanagar,2,1178.0,2.0,82.0
7192,Vijayanagar,2,864.0,2.0,45.0
7193,Vijayanagar,4,2100.0,6.0,252.0
7194,Vijayanagar,2,920.0,2.0,60.0
7195,Vijayanagar,2,1019.0,2.0,58.0
7196,Vijayanagar,5,2400.0,6.0,125.0
7197,Vijayanagar,2,1180.0,2.0,86.0
7198,Vijayanagar,2,1046.0,2.0,49.06
7199,Vijayanagar,1,2400.0,2.0,230.0
7200,Vijayanagar,1,492.0,1.0,40.0
7202,Vishveshwarya Layout,1,750.0,1.0,30.0
7203,Vishveshwarya Layout,4,2000.0,4.0,75.0
7204,Vishveshwarya Layout,6,2100.0,6.0,92.0
7205,Vishveshwarya Layout,4,2000.0,3.0,90.0
7206,Vishwapriya Layout,2,820.0,2.0,30.0
7207,Vishwapriya Layout,2,770.0,2.0,30.0
7208,Vishwapriya Layout,2,910.0,2.0,36.0
7209,Vishwapriya Layout,2,890.0,2.0,37.0
7210,Vittasandra,2,1404.0,2.0,71.0
7211,Vittasandra,2,1246.0,2.0,67.0
7212,Vittasandra,2,1404.0,2.0,69.3
7213,Vittasandra,2,1246.0,2.0,67.3
7214,Vittasandra,2,1246.0,2.0,64.5
7215,Vittasandra,2,1246.0,2.0,64.5
7216,Vittasandra,2,1246.0,2.0,68.0
7218,Vittasandra,2,1238.0,2.0,67.0
7219,Vittasandra,2,1404.0,2.0,75.0
7220,Vittasandra,2,1246.0,2.0,65.0
7221,Vittasandra,2,1238.0,2.0,67.0
7222,Vittasandra,2,1246.0,2.0,67.4
7223,Vittasandra,2,1259.0,2.0,67.4
7224,Vittasandra,2,1404.0,2.0,68.8
7225,Vittasandra,2,1246.0,2.0,62.3
7226,Vittasandra,2,1246.0,2.0,63.0
7227,Vittasandra,2,1246.0,2.0,67.4
7228,Vittasandra,2,1246.0,2.0,65.4
7230,Vittasandra,2,1238.0,2.0,67.32
7231,Vittasandra,2,1246.0,2.0,67.4
7233,Vittasandra,2,1246.0,2.0,67.3
7234,Vittasandra,2,1404.0,2.0,70.0
7235,Vittasandra,2,1259.0,2.0,67.48
7236,Vittasandra,2,1404.0,2.0,75.0
7238,Vittasandra,2,1246.0,2.0,67.0
7241,Vittasandra,2,1404.0,2.0,72.0
7242,Vittasandra,2,1246.0,2.0,67.5
7243,Vittasandra,2,1246.0,2.0,67.5
7244,Vittasandra,2,1404.0,2.0,70.0
7245,Vittasandra,2,1246.0,2.0,65.0
7246,Vittasandra,2,1246.0,2.0,67.4
7250,Whitefield,3,1610.0,3.0,81.0
7251,Whitefield,2,1459.0,2.0,94.82
7256,Whitefield,2,1280.0,2.0,75.0
7258,Whitefield,3,1910.0,3.0,161.0
7259,Whitefield,4,3252.0,4.0,230.0
7260,Whitefield,4,11890.0,4.0,700.0
7263,Whitefield,2,1150.0,2.0,70.0
7264,Whitefield,3,1768.0,3.0,101.0
7266,Whitefield,3,1600.0,3.0,86.0
7267,Whitefield,4,4144.0,4.0,315.0
7268,Whitefield,4,4104.0,4.0,360.0
7269,Whitefield,3,1790.0,3.0,100.0
7270,Whitefield,3,1720.0,3.0,100.0
7272,Whitefield,3,1640.0,4.0,91.0
7275,Whitefield,3,2280.0,4.0,126.0
7279,Whitefield,3,1897.0,3.0,130.0
7280,Whitefield,3,2225.0,2.0,125.0
7281,Whitefield,4,4348.5,2.0,304.0
7284,Whitefield,4,2268.0,3.0,163.0
7287,Whitefield,4,2400.0,4.0,200.0
7289,Whitefield,2,1360.0,2.0,95.0
7291,Whitefield,3,1697.0,3.0,94.79
7292,Whitefield,4,5000.0,4.0,400.0
7293,Whitefield,4,3000.0,5.0,250.0
7294,Whitefield,3,1700.0,3.0,115.0
7297,Whitefield,3,2842.0,3.0,162.0
7301,Whitefield,3,1500.0,3.0,130.0
7302,Whitefield,2,1280.0,2.0,75.0
7304,Whitefield,3,1405.0,2.0,78.0
7305,Whitefield,3,2225.0,3.0,115.0
7306,Whitefield,2,1272.0,2.0,95.05
7309,Whitefield,2,1192.0,2.0,71.0
7313,Whitefield,3,1626.0,3.0,89.0
7314,Whitefield,3,1585.0,3.0,88.0
7315,Whitefield,1,665.0,2.0,28.585
7317,Whitefield,2,1280.0,2.0,85.0
7318,Whitefield,3,1200.0,3.0,68.5
7319,Whitefield,4,4000.0,4.0,330.0
7320,Whitefield,2,1420.0,2.0,136.0
7321,Whitefield,3,1697.0,3.0,108.0
7323,Whitefield,4,3606.0,4.0,312.0
7324,Whitefield,2,1485.0,2.0,90.0
7325,Whitefield,1,950.0,1.0,50.0
7326,Whitefield,4,3584.0,4.0,199.0
7327,Whitefield,1,825.0,1.0,45.0
7330,Whitefield,3,1635.0,2.0,85.0
7331,Whitefield,2,1216.0,2.0,79.0
7337,Whitefield,2,920.0,2.0,63.0
7339,Whitefield,2,1170.0,2.0,71.0
7340,Whitefield,2,1118.0,2.0,75.0
7341,Whitefield,3,1800.0,3.0,110.0
7342,Whitefield,3,1562.0,3.0,103.0
7345,Whitefield,3,2321.0,4.0,128.0
7346,Whitefield,2,1320.0,2.0,95.0
7349,Whitefield,3,3010.0,3.0,200.0
7350,Whitefield,2,1346.0,2.0,96.17
7351,Whitefield,3,3850.0,5.0,316.0
7355,Whitefield,4,2500.0,4.0,155.0
7356,Whitefield,1,905.0,1.0,55.0
7358,Whitefield,4,2268.0,3.0,146.0
7361,Whitefield,1,630.5,1.0,32.79
7362,Whitefield,4,3537.0,5.0,210.0
7364,Whitefield,3,1697.0,3.0,115.0
7368,Whitefield,5,3250.0,5.0,290.0
7372,Whitefield,2,1269.0,2.0,75.0
7373,Whitefield,5,3227.0,5.0,250.0
7374,Whitefield,3,1545.0,3.0,79.0
7377,Whitefield,4,3262.0,4.0,260.0
7379,Whitefield,2,1132.0,2.0,79.28
7382,Whitefield,4,2830.0,5.0,160.0
7384,Whitefield,2,1195.0,2.0,70.0
7385,Whitefield,3,3480.0,4.0,284.0
7387,Whitefield,4,3004.0,4.0,285.0
7389,Whitefield,1,709.0,1.0,34.385
7391,Whitefield,2,1320.0,2.0,79.5
7392,Whitefield,2,750.0,2.0,52.7
7393,Whitefield,3,1200.0,3.0,61.96
7398,Whitefield,3,2094.0,2.0,113.19
7400,Whitefield,4,3445.0,5.0,270.0
7401,Whitefield,3,1700.0,3.0,140.0
